Company,2DigitNAICS
KANSAS INJURY HELP,52
KANSAS LEGAL SVC,54
KANSAS MEDICAL MUTUAL INS,52
KANSAS SECURED TITLESEDGWICK,52
KANSAS STATE BANK COMMISSIONER,52
KANSAS STATE UNIV DEPTELEC,54
KANSAS UNION BUSINESS OFFICE,45
KATCH,62
KELTIC STAR,72
KENNEDY BERKLEY YARNEVICH,54
KENNYS ELECTRICAL,23
KMS,42
KMUW,51
KS STATE VET DIAGNOSTIC LAB,54
KSDOUGLAS COUNTY EMERGENCY,71
KSTATE FAMILY CTR,62
KSU CHILD DEVELOPMENT CTR,62
KSU VETERINARY MEDICAL HOSP,54
KVC BEHAVIORAL HEALTHCARE,62
L J BUILDING MAINTENANCE,56
LABOR SOURCE,54
LAMUNYON CLEANINGRESTORATION,56
LANDMARK COMMERCIAL RL EST,23
LARKSPUR BISTRO BAR,72
LARRY BUDS SPORTS BAR GRILL,72
LARRY REDDING,62
LARSON,54
LAW,54
LAWRENCE CITY WATER,22
LAWRENCE LANDSCAPE,56
LAWRENCEDOUGLAS COUNTY HSNG,53
LEAVENWORTH NATIONAL CEMETERY,81
LEAVENWORTH WATER DEPT,22
LEGACY ON 10TH AVE,62
LEWIS CHEVROLET OF DODGE CITY,44
LEWIS STREET GLASS,32
LIBERTY HALL VIDEO DVD,71
LIFETEEN NEWS,45
LINDBURG VOGEL PIERCE FARIS,54
LITTLE APPLE BREWING,31
LITTLE APPLE TOYOTA,44
LITTLE EARLY CHILDHOOD ED CTR,62
LMCC CONSTRUCTION,23
LOGO DEPOT,54
LOPER CI ELECTRIC,81
LOPP MOTORS,44
LYON COUNTY STATE BANK,52
M M INSURANCE ASSOC,52
M H C TRUCK SOURCE,44
MAD GREEK,72
MADRIGAL ASSOC,52
MAINLINE PRINTING,32
MAJR THRIFT DISCOUNT STORE,45
MANHATTAN COUNTRY CLUB,71
MARSHALL AUTOMOTIVE GROUP,44
MARTENS,53
MARTINELLIS LITTLE ITALY,72
MAUPIN TRUCK PARTS,81
MC CARTYS THE OFFICE STORE,45
MCCULLOUGH DEVELOPMENT,53
MCDONALD TINKER SKARE QUINN,54
MCDOWELL RICE SMITH,54
MCELROYS,23
MCGIVERN J F,23
MEADOWLARK HILLS HOME HEALTH,62
MEDOVA HEALTHCARE FNCL GROUP,52
MENNONITE HOUSING,62
MERIDIAN PIPE EQPT,21
MERITRUST CREDIT UNION,52
MID AMERICA GRAPHICS,32
MID AMERICA POWERSPORTS,44
MIDLAND MARKETING COOP,49
MIDWEST SERVICE BUREAU,56
MIDWEST SEWING CTR,44
MIZE HOUSER CO PROFESSIONAL,54
MIZEHOUSER,54
MORRIS LAING EVANS BROCK,54
MOSAICS COMMUNITY CARE,62
MOVIE MACHINE,51
MURDOCK ELECTRIC SUPPLY,23
NATIONAL PIZZA,72
NOLLER DEALERSHIP,44
NOLLER HYUNDAI,44
NOLLER LAIRD HYUNDAI,44
NORTON WASSERMAN JONES KELLY,54
OMEGA DOOR HARDWARE,33
OPERATIONS SERVICE CTR,23
OPTICAL IMAGING SOLUTIONS,45
PAINTED HILL GOLF COURSE,56
PALACE THEATRE,56
PAPA KENOS PIZZERIA,72
PARAMOUNT MANAGEMENT,53
PAVERS,23
PAWNEE MENTAL HEALTH,62
PEARCETURK DENTAL LABORATORY,33
PIKE SHEET METAL FABRICATION,23
PITTSBURG FORD,44
PIZZA SHUTTLE,72
POE ASSOC,54
PONTIACCADILLAC USED CARS,44
POORMAN AUTO SUPPLY,44
PRAIRELAND PARTNERS,42
PRE AWARD SVC,54
PRECISION RAILWAY EQUIP,33
PREMIER CONTRACTING,23
PREMIER HEALTH,62
PRICE CHOPPER,44
PRICE TRUCK LINES,48
PRINTING INC COPY SVC,56
PROFESSIONAL ENGINEERING,54
PROFESSIONAL MECHANICAL CONTRS,23
PROFESSIONAL TAX INSTITUTES,61
PROGGRESSIVE HOME HEALTH CARE,62
PUBLIC WORKSLANDFILL,23
PULLMAN PLACE FAMILY RSTRNT,72
PUMPHOUSE,72
Q S NURSES KANSAS,62
QUALITY MOTORS,44
QUALITY SERVICES INTL,54
QUALITY TOYOTA,44
QUEENMORRIS VENTURES,44
QUINTONS BAR DELI,72
RAMCO,56
RAMCO BUILDING MAINTENANCE,56
RANDY CURNOW BUICK GMC,44
RBP,23
REPUBLIC FINANCIAL,55
RICHARD BILLINGS LAW OFFICE,54
RITE MADE PAPER CONVERTORS,32
RIVER CITY BREWERY,72
RIVER CITY DIGITAL,51
ROCK ROAD DENTAL,62
ROCKLAND APARTMENTS,72
ROMANS MOTOR,44
RPPG,33
SAGA COMMUNICATIONS,51
SALES DATA,44
SALINA BUILDING SYSTEMS,23
SALINA CHILD CARE CTR,62
SALON ESSENTIALS,81
SBM SITE SVC,56
SCOREACE,54
SCOTCH SIRLOIN,72
SHARP HONDA,44
SKARDA HYDRAULIC PNEUMATIC,42
SKOL RAILROAD,48
SKT BUSINESS COMM SOLUTIONS,54
SLAWSON EXPLORATION,21
SLAWSON REAL ESTATE,53
SNC SECURITY COMMS,56
SO LONG SALOON,72
SOUTH CENTRAL KS ECNMC DEVMNT,54
SOUTHWESTERN ELECTRICAL,23
SPECTRUM HOME HEALTH AGENCY,62
ST FRANCIS ACAD FOSTER CARE HM,56
ST JOSEPH CEMETERY,81
STARKEY,32
STEVEN VOLKSWAGEN,44
STEVENS BRAND,54
STRAWN CONTRACTING,23
STRESSCRETE,42
STUDDARD MOVING STORAGE,53
SUNFLOWER POOL PATIO,23
SUNFLOWER RESTAURANT SUPPLY,42
SYSTEMS 4,23
TACO SHOP,72
TALLGRASS TAPHOUSE,31
TASTE SEE,72
TEN PENNY RESTAURANT BAR,72
TFM COMMUNICATIONS,51
TOP EARLY LEARNING DAY CARE,62
TOP LEARNING CTR NORTH,62
TOPEKA WORKFORCE CTR,56
TOUCHTON ELECTRIC,54
TOWN COUNTRY RESTAURANT,72
TRANSPORTATION OFFICE,48
TRINITY EXCAVATING CONSTR,23
TRUST CO OF KANSAS,52
UCI,23
UNION MUTUAL INSURANCE,52
UNITED DISTRIBUTORS,71
UNITED WIRELESS ARENA,71
UNIVERSITY DAILY KANSAN,51
UNIVERSITY OF KS ART DESIGN,45
USD 500 SHOP OFFICE,56
VICTORY CHRYSLER,44
VICTORY HILLS RETIREMENT CMNTY,62
VISTA DRIVE IN,72
WARREN THEATRES,51
WEAVERS DEPARTMENT STORE,45
WEST WICHITA FAMILY OPTMTRSTS,62
WESTERN BEVERAGE,42
WESTERN ENTERPRISE,23
WHEATFIELDS BAKERY,72
WHOLESALE SHEET METAL,33
WIB,71
WICHITA WATER DEPT,22
WILLIES FOOD SPORTS FAMILY,72
WINDSOR ESTATES,62
WINNDIXIE,44
WOODARD HERNANDEZ ROTH,54
WORKFORCE PARTNERSHIP,56
WSU SUNFLOWER,51
XPERT WIRE GUY,42
Y 937,51
YIA YIAS EURO BISTRO,72
ZEN ZERO,72
ZIMMERMAN ZIMMERMAN P A,54
ARATANA THERAPEUTICS PETX,42
HALLMARK CARDS PRODUCTION CTR,42
HF RUBBER MACHINERY,33
AMERICAN CRANE TRACTOR PARTS,42
ALPS,44
STATE TRACTOR EQUIPMENT,42
PELLA WINDOWS DOORS,44
HOMETOWN STORE,44
JOHN ROHRER CONTRACTING,23
ATMOS ENERGY,23
PBP MANAGEMENT GROUP,56
SCAFFOLD INSTALLATION,53
EAST SIDE AUTO PARTS,42
SCHMUHL BROTHERS,48
ENSIGNAL,51
KANSAS LUMBER HOMESTORE,44
COFFEYVILLE RESOURCES,32
SUMMIT TRUCK GROUP OF SALINA,44
THOMAS TRANSFER STORAGE,48
HAZLETT HAZLETT,54
ATCHISON HOSPITAL,62
CUMULUS BROADCASTING,51
G S ENTERPRISES,48
KINGS MOVING STORAGE,53
GET WIRELESS,51
MFG CONSTRUCTION PRODUCTS,42
CORIZON HEALTH,62
135 AUTO AUCTION,42
FLINT HILLS COMMODITIES,52
CASTLE METALS,42
GOJRA,44
COPART SALVAGE AUTO AUCTIONS,42
TRAVELLERS,56
OPEN MRI OF WICHITA,62
UTILITY TRAILER SALES KC,42
JACOB TRANSPORTATION,48
C D CONSTRUCTION,23
LAS VEGAS REVIEWJOURNAL,32
CLEOPATRAS BARGE,72
HAS PRODUCTIONS,71
NEVADA DISASTER RELIEF,44
NETS ENTERPRISES,51
PULSE PERFORMANCE PARTS,33
A STAR DRY CLEANERS,42
UROLOGY NEVADA CTR,62
TROPICANA ENTERTAINMENT,71
KEY MEDICAL,62
ECOMMERCE INNOVATIONS,45
SIGNAL FIRE,42
ILSI AMERICA,42
ALARM,42
PEGASUS PETROLEUM PRODUCTS,42
TOP RANK BUSINESS ASSOC GROUP,45
J G WENTWORTH,52
FRESENIUS MEDICAL CARE,62
E M ENTERPRISES,54
CORP TRUST CO OF NV,54
AMERICAN JETTING SVC,54
AMIGO ENVIOS,52
ANDERSON TECHNOLOGIES SOUTH,54
BELLE EXPLORATION,21
BRIAR HILL REST HOME,62
FARMERS GRAIN TERMINAL,49
L C ENTERPRISES,42
M G DYESS,23
MARIETTA WOOD SUPPLY,32
PACKAGING RESEARCH DESIGN,32
PARKER TRACTOR IMPL,44
PIONEER HEALTH SVCMONROE,62
TELLUS OPERATING GROUP,21
TENAX,53
TALLAHATCHIE GENERAL HOSPITAL,62
CHOCTAW COUNTY PHYSICAL THRPY,62
DEES OIL,42
FARMERS GRAIN BEIZ DIV,49
KIK CUSTOM PRODUCTS,32
COLUMBIA GULF TRANSMISSION,48
HILL BROTHERS CONSTRUCTION,23
MISSISSIPPI DRILLING,21
BUSH BUSINESS FORMS,42
EATON,33
SITE MASTERS CONSTRUCTION,23
BREWER SCREEN PRINTING,42
MARTINREA FABCO,33
MTEK,33
SUMMIT HEALTH REHAB SVC,62
TRACE GAS,22
ECONOMY RENTAL,53
TARVER SAW GIN REPAIR,33
STUART FARM CTR HARDWARE,32
PIGOTT OIL,32
SAVINGS ADMINISTRATIVE OFFICE,56
SEAL TRACTOR,42
A1 COPY SALES SVC,42
7 L FARMS LAND,11
FALCO CHEMICAL CORPORATE OFC,42
SMITH PRODUCTION,21
KUEHNE NAGEL,54
BOX LOGGING,11
ANESTHESIA SERVICES,62
BARBERS STRIPING SEAL COAT,23
MARIETTA AMERICAN,42
SAYLE SANDIFER ASSOC,54
MAGEE ENERGY,22
MAGNOLIA PROPERTIES,62
KENNETH WORK LOGGING,11
HOUSE LOGGING,11
BLUE MOUNTAIN TIMBER,42
SECURITY CREDIT SVC,42
COASTAL PAPER,42
PIONEER HEALTH SVC,62
COCACOLA,31
GREENTECH GREENTECH,33
SCOTT TRACTOR,42
TOYOTA BOSHOKU MISSISSIPPI,33
C SPIRE PERSONALIZED WIRELESS,51
BUDDY CAMP LOGGING,11
SUNRAY SPA 5,71
J N TIMBER,42
JOHNSON SALES,42
MISSISSIPPI LIGNITE MINING,21
GRAVES OIL,32
NEW HAVEN MEMORIAL FUNERAL HM,81
B H FARM SUPPLY,42
4 H CONSTRUCTION,23
BIG RIVER LUMBER,42
PRIME URGENT MEDICAL CLINIC,62
ACCURATE EDGE,33
CHICOT IRRIGATION,42
WALLEY INVESTMENTS,42
COLE CREEK FORESTRY,42
BOBCAT OF JACKSON,42
MEDICAL SYSTEMS,62
BRENTWOOD COMMUNICATIONS,51
DELTA PINE LAND,11
GOOD HOPE,23
ANR PIPELINE,48
GREEN TREE FAMILY MED CLINIC,62
AMERICAN CELLULOSE,32
COPIAH LUMBER,32
OMEGA PLANTATIONS,11
MISSISSIPPI BAKING,31
FIELD MAIN BANK,
BINGHAM GREENEBAUM DOLL,54
BOB MICKLERS,
LINKED,
NEXIGEN,
EXCEL SERVICES,23
PRO MACH,
PSC INDUSTRIES,33
SOUTHERN PETROLEUM,42
SOUTH KENTUCKY RURAL ELECTRIC COOPERATIVE,22
TITAN CONTRACTING LEASING,23
OWENSBORO GRAIN EDIBLE OILS,31
THE CORKEN STEEL PRODUCTS,42
SENTURE,54
HOMETOWN CONVENIENCE,42
WHITTENBERG CONSTRUCTION,23
SCOTTGROSS,42
JOHN RENFRO SUPPLY,42
EGC CONSTRUCTION,33
CUMBERLAND VALLEY RURAL ELC,22
CUMBERLAND VALLEY ELECTRIC,81
BJK INDUSTRIES,32
SHAMROCK COAL,21
USHER TRANSPORT,22
LUSK MECHANICAL CONTRACTORS,23
KRON INTERNATIONAL TRUCKS,53
CUMBERLAND RIVER BEHAVIORAL HEALTH,62
ELECTRIC PLANT BOARD,22
HENDERSON MUNICIPAL POWER LIGHT,22
PRESCOTECH,32
NRE ACQUISITION,33
DUNLAP SALES,42
SOMERSET HARDWOOD LUMBER,32
ROGERS PETROLEUM SERVICES,42
SCOTT AND RITTER,23
WALBERT TRUCKING,48
HORN INTERMEDIATE HOLDINGS,55
LICKING VALLEY RURAL ELECTRIC COOPERATIVE,22
CROUNSE,48
HARPER OIL PRODUCTS,42
THE LANG,42
PRINT FULFILLMENT SERVICES,32
SULLIVAN COZART,23
BIG SANDY RURAL ELECTRIC COOPERATIVE,22
CLEARY CONSTRUCTION,23
PACKAGING UNLIMITED OF NORTHERN KENTUCKY,32
CARDINAL OFFICE PRODUCTS,42
CORETRANS,48
WEBBED SPHERE,45
PARKVIEW CONVALESCENT CENTER,62
AMERICAN FOUNDERS BANK,52
MAJOR BRAND,44
CVILLE FABRICATING,33
BOLTON,52
CUMBERLAND COUNTYBURKESVILLE NURSING HOME,62
RAPP ASSOCIATES,42
HERITAGE HOSPICE,62
KENNEDY BOOK STORE,45
DF INVESTMENT GROUP,53
AMERICAN HEALTH MANAGEMENT,53
RENFRO VALLEY,71
VOCATIONAL ECONOMICS,52
IHEALTH SOLUTIONS,54
HOME CAB,48
FOOD ENTERPRISES,72
CTR,81
FARMERS LIVESTOCK MARKET OF GLASGOW,42
CONLEY BOTTOM RESORT,71
HEALTH DIRECTION,54
WHITEHEADHANCOCK PLUMBING AND HEATING,23
EPI,62
PICCOLO,48
RILEYS AUTO RV WORLD,44
BLUEGRASS RECYCLING OF RUSSELLVILLE,42
SOUTHERN KENTUCKY PERFORMING ARTS CENTER,71
CHARLES M MOORE INSURANCE AGENCY,52
SHAW AMERICAN FINANCIAL,52
COMMERCE LEXINGTON,81
MSI LENDING,52
HAWS MEMORIAL NURSING HOME,62
MOTHER NATURE SPRING WATER,42
HARLAN NURSING HOME,62
ROD AND STAFF PUBLISHERS,51
FOREVER NPC RESORTS,72
CES FOUNDATION,81
CORNELISON FARM SERVICE,33
POWER MOUNT ENERGY,33
CINCINNATIUSA REGIONAL TOURISM NETWORK,56
WILLIAMSBURG NURSING HOME,62
VERTU,45
CHENAULT HOGE,52
